TotalCount NumWorkers Duration Pi_Error
72072000 1 2462 0.000106554978485 
72072000 1 2480 0.000020078849455 
72072000 1 2556 0.000019266203503 
72072000 1 2466 0.000011861669705 
72072000 1 2423 0.000024475348178 
72072000 1 2427 0.000055285229492 
72072000 1 2587 0.000015997953478 
72072000 1 2465 0.000118214681276 
72072000 1 2416 0.000166602447857 
72072000 1 2417 0.000005448833170 
72072000 1 2552 0.000007800829092 
144144000 2 2654 0.000018601331242 
144144000 2 2646 0.000029539108310 
144144000 2 2645 0.000006270312230 
144144000 2 2652 0.000081219235093 
144144000 2 2646 0.000004830515598 
144144000 2 2646 0.000011652064256 
144144000 2 2648 0.000009646948701 
144144000 2 2647 0.000025414046792 
144144000 2 2658 0.000050064862560 
144144000 2 2639 0.000006705523678 
144144000 2 2647 0.000031049569808 
216216000 3 2602 0.000025296272017 
216216000 3 2605 0.000027604657620 
216216000 3 2610 0.000001791926386 
216216000 3 2590 0.000064574159700 
216216000 3 2598 0.000036802867599 
216216000 3 2608 0.000023874696823 
216216000 3 2596 0.000015730571085 
216216000 3 2591 0.000018924656653 
216216000 3 2594 0.000012644871963 
216216000 3 2592 0.000050199748331 
216216000 3 2587 0.000004530189920 
288288000 4 2579 0.000011612315270 
288288000 4 2579 0.000038608321258 
288288000 4 2569 0.000013339187918 
288288000 4 2560 0.000030972099241 
288288000 4 2573 0.000052156281791 
288288000 4 2563 0.000024340824149 
288288000 4 2559 0.000035086300244 
288288000 4 2593 0.000011161826752 
288288000 4 2583 0.000022198795417 
288288000 4 2573 0.000050634598038 
288288000 4 2569 0.000061837368351 
360360000 5 2560 0.000010847628886 
360360000 5 2566 0.000010090370731 
360360000 5 2554 0.000036734558229 
360360000 5 2561 0.000000028837994 
360360000 5 2549 0.000000159567995 
360360000 5 2574 0.000023848820024 
360360000 5 2557 0.000022969042450 
360360000 5 2553 0.000030103804707 
360360000 5 2547 0.000052697751322 
360360000 5 2578 0.000007493436928 
360360000 5 2551 0.000016937796188 
432432000 6 2542 0.000027428550678 
432432000 6 2609 0.000000145468674 
432432000 6 2646 0.000028618075912 
432432000 6 2676 0.000017682687992 
432432000 6 2633 0.000035625675064 
432432000 6 2682 0.000052693629205 
432432000 6 2651 0.000028299528796 
432432000 6 2645 0.000043471864271 
432432000 6 2653 0.000016050952127 
432432000 6 2652 0.000037771565129 
432432000 6 2669 0.000003825930413 
504504000 7 2782 0.000008906364084 
504504000 7 2751 0.000030883002625 
504504000 7 2768 0.000004663948415 
504504000 7 2837 0.000007460258089 
504504000 7 2922 0.000043688620331 
504504000 7 2756 0.000029119039333 
504504000 7 2766 0.000002044166307 
504504000 7 2754 0.000010377707532 
504504000 7 2761 0.000002561534072 
504504000 7 2943 0.000001380421322 
