TotalCount NumWorkers Duration Pi_Error
72072000 1 2598 0.000074632125542 
72072000 1 2678 0.000023417764345 
72072000 1 2641 0.000056418256486 
72072000 1 2632 0.000113974789352 
72072000 1 2617 0.000030042595476 
72072000 1 2597 0.000164747495140 
72072000 1 2636 0.000095018939209 
72072000 1 2624 0.000028273584694 
72072000 1 2632 0.000033999827938 
72072000 1 2620 0.000004426581769 
72072000 1 2605 0.000080497309370 
72072000 2 1407 0.000042459556422 
72072000 2 1361 0.000055532556521 
72072000 2 1382 0.000131055631414 
72072000 2 1355 0.000006491139935 
72072000 2 1369 0.000105283010908 
72072000 2 1384 0.000026877953602 
72072000 2 1349 0.000146109636892 
72072000 2 1365 0.000047249490200 
72072000 2 1374 0.000027072281982 
72072000 2 1363 0.000027180668427 
72072000 2 1335 0.000009035075089 
72072000 3 904 0.000002324302024 
72072000 3 897 0.000011508345378 
72072000 3 888 0.000024495403542 
72072000 3 898 0.000076520021544 
72072000 3 894 0.000003699877751 
72072000 3 899 0.000002286580443 
72072000 3 894 0.000103498723057 
72072000 3 929 0.000096008247325 
72072000 3 902 0.000018698495432 
72072000 3 882 0.000009161127751 
72072000 3 893 0.000022090408971 
72072000 4 658 0.000008065822337 
72072000 4 657 0.000048521457777 
72072000 4 681 0.000054103982144 
72072000 4 675 0.000063202083564 
72072000 4 684 0.000030057872545 
72072000 4 672 0.000115615358325 
72072000 4 670 0.000012373989979 
72072000 4 688 0.000029439554973 
72072000 4 659 0.000089542412141 
72072000 4 664 0.000034651088796 
72072000 4 676 0.000146869284195 
72072000 5 537 0.000014867315632 
72072000 5 533 0.000126285753000 
72072000 5 535 0.000057743222712 
72072000 5 529 0.000026877953602 
72072000 5 534 0.000085600456747 
72072000 5 525 0.000051701376720 
72072000 5 540 0.000124413134067 
72072000 5 534 0.000123055224556 
72072000 5 521 0.000000201966914 
72072000 5 524 0.000142750666638 
72072000 5 533 0.000019884521075 
72072000 6 450 0.000039791957753 
72072000 6 447 0.000062460102477 
72072000 6 459 0.000047459095649 
72072000 6 453 0.000011402348080 
72072000 6 457 0.000011526011594 
72072000 6 453 0.000070389844470 
72072000 6 443 0.000037232745530 
72072000 6 447 0.000071891472860 
72072000 6 455 0.000065799017367 
72072000 6 460 0.000044279176706 
72072000 6 447 0.000027039338697 
72072000 7 380 0.000012762646739 
72072000 7 398 0.000088374052714 
72072000 7 401 0.000077332667496 
72072000 7 391 0.000052281972712 
72072000 7 387 0.000069630197167 
72072000 7 386 0.000027973259016 
72072000 7 391 0.000001511656072 
72072000 7 393 0.000002712958783 
72072000 7 381 0.000049632040260 
72072000 7 385 0.000084222491872 
72072000 7 380 0.000087455409464 
72072000 8 345 0.000097595817649 
72072000 8 351 0.000019266203503 
72072000 8 346 0.000085247132420 
72072000 8 349 0.000046896165873 
72072000 8 355 0.000035342460381 
72072000 8 332 0.000074349466080 
72072000 8 354 0.000031771495531 
72072000 8 342 0.000080512586439 
72072000 8 342 0.000070849166096 
72072000 8 352 0.000005484165603 
72072000 8 339 0.000040748322584 
72072000 9 302 0.000025093665751 
72072000 9 327 0.000012073664301 
72072000 9 319 0.000143386650426 
72072000 9 324 0.000085196522919 
72072000 9 331 0.000002924953380 
72072000 9 322 0.000016669269700 
72072000 9 341 0.000118318289426 
72072000 9 318 0.000102032427100 
72072000 9 326 0.000113109144751 
72072000 9 322 0.000044829218560 
72072000 9 320 0.000067068595797 
72072000 10 322 0.000037265688815 
72072000 10 292 0.000047335432134 
72072000 10 317 0.000048857115888 
72072000 10 313 0.000008701806126 
72072000 10 291 0.000018824548094 
72072000 10 309 0.000027869650865 
72072000 10 288 0.000110017556890 
72072000 10 334 0.000126588467826 
72072000 10 300 0.000065781351151 
72072000 10 286 0.000027233667076 
72072000 10 326 0.000031314563053 
72072000 11 290 0.000056082598375 
72072000 11 314 0.000051628322707 
72072000 11 294 0.000002801289865 
72072000 11 293 0.000035287072584 
72072000 11 294 0.000067088651161 
72072000 11 284 0.000072512179580 
72072000 11 295 0.000015715294017 
72072000 11 313 0.000074526128244 
72072000 11 302 0.000035678118491 
72072000 11 304 0.000005769214212 
72072000 11 294 0.000027057004913 
72072000 12 278 0.000062760428155 
72072000 12 301 0.000020873829191 
72072000 12 294 0.000031385227918 
72072000 12 278 0.000086910145905 
72072000 12 298 0.000081148570227 
72072000 12 272 0.000095796252729 
72072000 12 291 0.000017958903493 
72072000 12 284 0.000004424192622 
72072000 12 305 0.000035218796866 
72072000 12 277 0.000077299724211 
72072000 12 286 0.000086327160765 
72072000 13 306 0.000038186721213 
72072000 13 315 0.000070319179605 
72072000 13 298 0.000052885013216 
72072000 13 298 0.000108001219078 
72072000 13 286 0.000068905882297 
72072000 13 335 0.000038360994229 
72072000 13 373 0.000039597629373 
72072000 13 309 0.000039844956402 
72072000 13 293 0.000059860779526 
72072000 13 333 0.000000502292592 
72072000 13 274 0.000082826860780 
72072000 14 295 0.000015202973742 
72072000 14 306 0.000024793340073 
72072000 14 292 0.000075265720183 
72072000 14 297 0.000005643161550 
72072000 14 293 0.000057387509237 
72072000 14 292 0.000007359173683 
72072000 14 292 0.000064365664695 
72072000 14 296 0.000026471630626 
72072000 14 272 0.000066876656564 
72072000 14 322 0.000017497192720 
72072000 14 295 0.000118865942133 
72072000 15 307 0.000051433994328 
72072000 15 308 0.000027125280631 
72072000 15 307 0.000000716676336 
72072000 15 295 0.000044314509139 
72072000 15 293 0.000082614866184 
72072000 15 334 0.000053167672677 
72072000 15 324 0.000020750165676 
72072000 15 304 0.000068395951171 
72072000 15 317 0.000038555322609 
72072000 15 290 0.000088853429703 
72072000 15 289 0.000079911935083 
72072000 16 309 0.000041048648262 
72072000 16 306 0.000032480533332 
72072000 16 303 0.000001120610164 
72072000 16 298 0.000085194133771 
72072000 16 287 0.000057564171401 
72072000 16 308 0.000038961645585 
72072000 16 312 0.000031809217111 
72072000 16 300 0.000103357393326 
72072000 16 312 0.000077547051240 
72072000 16 363 0.000046401511816 
72072000 16 297 0.000056577252433 
